speed_0,speed_1,grabMsec,tram_mode_dbw_feedback,tram_mode_applied_control,m_speed_mode_driver,episode
34.32,34.42,153932,-3,0,-3,new.003.012.
34.32,34.21,154025,-3,0,-3,new.003.012.
34.05,34.21,154128,-3,0,-3,new.003.012.
34.05,33.8,154232,-3,0,-3,new.003.012.
33.68,33.8,154334,-3,0,-3,new.003.012.
33.68,33.64,154429,-3,0,-3,new.003.012.
33.36,33.64,154530,-3,0,-3,new.003.012.
33.36,33.35,154631,-3,0,-3,new.003.012.
33.03,33.35,154738,-3,0,-3,new.003.012.
33.03,33.0,154842,-3,0,-3,new.003.012.
32.76,33.0,154937,-3,0,-3,new.003.012.
32.76,32.74,155041,-3,0,-3,new.003.012.
32.46,32.74,155143,-3,0,-3,new.003.012.
32.46,32.46,155251,-3,0,-3,new.003.012.
32.15,32.46,155352,-3,0,-3,new.003.012.
32.15,32.1,155443,-3,0,-3,new.003.012.
31.82,32.1,155545,-3,0,-3,new.003.012.
31.82,31.75,155649,-5,0,-5,new.003.012.
31.57,31.75,155761,-5,0,-5,new.003.012.
31.57,31.400000000000002,155856,-5,0,-5,new.003.012.
31.21,31.400000000000002,155961,-7,0,-7,new.003.012.
31.21,31.0,156063,-7,0,-7,new.003.012.
30.75,31.0,156159,-7,0,-7,new.003.013.
30.75,30.45,156266,-7,0,-7,new.003.013.
30.21,30.03,156382,-7,0,-7,new.003.013.
29.73,30.03,156486,-7,0,-7,new.003.013.
29.73,29.59,156577,-5,0,-5,new.003.013.
29.17,29.59,156678,-3,0,-3,new.003.013.
29.17,29.17,156779,15,0,0,new.003.013.
28.85,29.17,156882,15,0,0,new.003.013.
28.85,28.8,156983,3,0,3,new.003.013.
28.78,28.8,157085,3,0,3,new.003.013.
28.78,28.53,157188,5,0,5,new.003.013.
28.5,28.52,157291,5,0,5,new.003.013.
28.5,28.52,157385,5,0,5,new.003.013.
29.27,28.36,157489,7,0,7,new.003.013.
29.27,28.36,157591,7,0,7,new.003.013.
29.09,29.04,157692,7,0,7,new.003.013.
29.09,29.04,157795,7,0,7,new.003.013.
29.19,29.48,157893,7,0,7,new.003.013.
29.19,29.48,158003,7,0,7,new.003.013.
29.87,30.080000000000002,158103,5,0,5,new.003.013.
29.87,30.080000000000002,158204,5,0,5,new.003.013.
30.42,30.55,158307,5,0,5,new.003.013.
30.42,30.55,158400,5,0,5,new.003.013.
30.96,31.1,158504,3,0,3,new.003.013.
30.96,31.1,158609,3,0,3,new.003.013.
31.27,31.42,158710,3,0,3,new.003.013.
31.27,31.42,158813,3,0,3,new.003.013.
31.61,31.73,158914,3,0,3,new.003.013.
31.61,31.73,159016,3,0,3,new.003.013.
31.77,32.12,159118,3,0,3,new.003.013.
32.18,32.12,159220,3,0,3,new.003.013.
32.18,32.480000000000004,159323,3,0,3,new.003.013.
32.55,32.480000000000004,159475,3,0,3,new.003.013.
32.55,32.61,159528,3,0,3,new.003.013.
32.87,32.61,159723,3,0,3,new.003.013.
32.87,32.85,159828,3,0,3,new.003.013.
33.18,32.85,159931,3,0,3,new.003.013.
33.18,33.3,160024,3,0,3,new.003.013.
33.59,33.3,160127,3,0,3,new.003.013.
33.59,33.65,160231,3,0,3,new.003.013.
33.78,33.65,160333,3,0,3,new.003.013.
33.78,33.85,160437,3,0,3,new.003.013.
34.22,33.85,160538,3,0,3,new.003.013.
34.22,34.15,160640,3,0,3,new.003.013.
34.44,34.15,160741,3,0,3,new.003.013.
34.44,34.550000000000004,160842,3,0,3,new.003.013.
34.69,34.550000000000004,160944,3,0,3,new.003.013.
34.69,34.87,161049,3,0,3,new.003.013.
35.2,34.87,161148,3,0,3,new.003.013.
35.2,35.11,161252,3,0,3,new.003.013.
35.410000000000004,35.11,161353,3,0,3,new.003.013.
35.410000000000004,35.42,161454,3,0,3,new.003.013.
35.87,35.42,161550,3,0,3,new.003.013.
35.87,35.67,161655,3,0,3,new.003.013.
36.18,35.67,161762,3,0,3,new.003.013.
36.18,36.01,161858,3,0,3,new.003.013.
36.480000000000004,36.01,161964,15,0,0,new.003.013.
36.480000000000004,36.36,162061,15,0,0,new.003.013.
36.660000000000004,36.36,162163,15,0,0,new.003.013.
36.660000000000004,36.51,162264,15,0,0,new.003.013.
36.83,36.51,162369,15,0,0,new.003.013.
36.83,36.61,162472,15,0,0,new.003.013.
37.06,36.61,162573,15,0,0,new.003.013.
37.06,36.89,162676,3,0,3,new.003.013.
36.59,36.89,162774,3,0,3,new.003.013.
36.59,36.56,162876,3,0,3,new.003.013.
36.78,36.56,162978,5,0,5,new.003.013.
36.78,36.57,163085,5,0,5,new.003.013.
36.78,36.730000000000004,163187,5,0,5,new.003.013.
36.78,36.730000000000004,163281,5,0,5,new.003.013.
36.76,36.69,163383,5,0,5,new.003.013.
36.76,36.69,163485,5,0,5,new.003.013.
36.82,36.86,163589,5,0,5,new.003.013.
36.82,36.86,163692,5,0,5,new.003.013.
37.04,37.12,163794,5,0,5,new.003.013.
37.04,37.12,163898,5,0,5,new.003.013.
37.36,37.37,163999,5,0,5,new.003.013.
37.36,37.37,164104,5,0,5,new.003.013.
37.7,37.72,164199,3,0,3,new.003.013.
37.7,37.72,164301,3,0,3,new.003.013.
38.0,37.96,164415,3,0,3,new.003.013.
38.24,38.21,164519,3,0,3,new.003.013.
38.24,38.21,164623,3,0,3,new.003.013.
38.67,38.480000000000004,164724,3,0,3,new.003.013.
38.67,38.480000000000004,164817,3,0,3,new.003.013.
38.56,38.77,164929,3,0,3,new.003.013.
38.95,38.77,165022,3,0,3,new.003.013.
38.95,38.97,165125,3,0,3,new.003.013.
39.230000000000004,38.97,165238,3,0,3,new.003.013.
39.230000000000004,39.24,165321,3,0,3,new.003.013.
39.45,39.24,165423,3,0,3,new.003.013.
39.45,39.57,165524,3,0,3,new.003.013.
39.65,39.57,165626,3,0,3,new.003.013.
39.65,39.82,165729,3,0,3,new.003.013.
39.97,39.82,165832,3,0,3,new.003.013.
39.97,39.99,165934,3,0,3,new.003.013.
40.2,39.99,166036,3,0,3,new.003.013.
40.2,40.230000000000004,166138,3,0,3,new.003.013.
40.42,40.230000000000004,166241,3,0,3,new.003.014.
40.42,40.61,166341,3,0,3,new.003.014.
40.84,40.61,166443,3,0,3,new.003.014.
40.84,40.86,166545,3,0,3,new.003.014.
41.02,40.86,166641,3,0,3,new.003.014.
41.02,41.25,166743,3,0,3,new.003.014.
41.39,41.25,166847,3,0,3,new.003.014.
41.39,41.5,166949,15,0,0,new.003.014.
41.63,41.5,167055,15,0,0,new.003.014.
41.63,41.64,167221,15,0,0,new.003.014.
41.81,41.64,167251,15,0,0,new.003.014.
41.81,41.550000000000004,167363,15,0,0,new.003.014.
41.800000000000004,41.550000000000004,167521,15,0,0,new.003.014.
41.800000000000004,41.95,167562,15,0,0,new.003.014.
41.65,41.95,167758,15,0,0,new.003.014.
41.71,41.480000000000004,167865,15,0,0,new.003.014.
41.71,41.77,168027,15,0,0,new.003.014.
41.78,41.77,168068,15,0,0,new.003.014.
41.78,41.660000000000004,168232,15,0,0,new.003.014.
41.54,41.660000000000004,168272,15,0,0,new.003.014.
41.54,41.49,168470,-3,0,-3,new.003.014.
41.58,41.49,168573,-5,0,-5,new.003.014.
41.58,41.58,168674,-7,0,-7,new.003.014.
41.68,41.58,168777,-7,0,-7,new.003.014.
41.68,41.38,168879,-7,0,-7,new.003.014.
41.550000000000004,41.4,168981,-7,0,-7,new.003.014.
41.550000000000004,41.4,169084,-7,0,-7,new.003.014.
41.18,41.2,169186,-7,0,-7,new.003.014.
41.18,41.2,169288,-7,0,-7,new.003.014.
40.79,40.89,169390,-7,0,-7,new.003.014.
40.79,40.89,169485,-7,0,-7,new.003.014.
40.65,40.34,169589,-7,0,-7,new.003.014.
40.65,40.34,169692,-7,0,-7,new.003.014.
40.06,39.85,169793,-5,0,-5,new.003.014.
40.06,39.85,169901,-3,0,-3,new.003.014.
39.53,39.27,169995,15,0,0,new.003.014.
39.53,39.27,170098,15,0,0,new.003.014.
39.21,38.910000000000004,170201,15,0,0,new.003.014.
39.21,38.910000000000004,170307,15,0,3,new.003.014.
39.17,38.72,170404,3,0,3,new.003.014.
39.17,38.72,170511,3,0,3,new.003.014.
38.88,38.64,170604,3,0,3,new.003.014.
38.88,38.64,170706,3,0,3,new.003.014.
39.050000000000004,38.84,170810,3,0,3,new.003.014.
38.89,38.84,170912,3,0,3,new.003.014.
38.89,38.77,171014,3,0,3,new.003.014.
39.18,38.77,171113,3,0,3,new.003.014.
39.18,38.58,171224,3,13,3,new.003.014.
38.99,38.58,171320,15,13,0,new.003.014.
38.99,39.09,171421,15,11,0,new.003.014.
38.93,39.09,171523,15,9,0,new.003.014.
38.93,39.04,171627,15,9,0,new.003.014.
39.12,39.04,171729,15,9,0,new.003.014.
39.12,38.84,171832,15,9,0,new.003.014.
39.19,38.84,171933,15,7,0,new.003.014.
39.19,39.09,172036,15,7,0,new.003.014.
38.92,39.09,172137,15,7,0,new.003.014.
38.92,38.69,172240,15,5,0,new.003.014.
38.99,38.69,172343,15,5,0,new.003.014.
38.99,38.93,172445,15,5,0,new.003.014.
38.74,38.69,172556,15,5,0,new.003.014.
38.76,38.69,172668,3,3,3,new.003.014.
38.76,38.730000000000004,172761,3,3,3,new.003.014.
38.83,38.730000000000004,172859,3,3,3,new.003.014.
38.83,38.84,172963,3,3,3,new.003.014.
38.93,38.84,173065,3,3,3,new.003.014.
38.93,38.9,173161,15,0,3,new.003.014.
38.59,38.9,173263,-3,-3,3,new.003.014.
38.59,38.78,173369,-3,-3,3,new.003.014.
38.85,38.78,173464,-3,-3,3,new.003.014.
38.85,38.7,173564,-3,-3,3,new.003.014.
38.53,38.7,173672,-3,-3,3,new.003.014.
38.53,38.660000000000004,173774,-5,-5,3,new.003.014.
38.47,38.660000000000004,173866,-5,-5,0,new.003.014.
38.47,38.32,173978,-5,-5,0,new.003.014.
38.12,38.32,174079,-7,-7,0,new.003.014.
38.12,38.0,174180,-7,-7,0,new.003.014.
37.19,37.410000000000004,174283,-7,-7,0,new.003.014.
37.19,37.410000000000004,174385,-5,-5,0,new.003.014.
37.1,37.03,174486,-7,-7,0,new.003.014.
37.1,37.03,174580,-7,-7,0,new.003.014.
36.53,36.27,174682,-7,-7,0,new.003.014.
36.53,36.27,174786,-7,-7,0,new.003.014.
36.01,35.77,174886,-9,-9,0,new.003.014.
36.01,35.77,174991,-7,-7,0,new.003.014.
35.480000000000004,35.77,175093,-9,-9,0,new.003.014.
35.480000000000004,35.77,175198,-9,-9,0,new.003.014.
34.87,34.6,175291,-9,-9,0,new.003.014.
34.87,34.6,175403,-9,-9,0,new.003.014.
34.25,33.79,175496,-9,-9,0,new.003.014.
34.25,33.79,175600,-9,-9,0,new.003.014.
33.37,33.08,175807,-9,-9,0,new.003.014.
32.67,32.42,175912,-9,-9,0,new.003.014.
32.67,32.42,176106,-9,-9,0,new.003.014.
31.89,31.5,176216,-9,-9,3,new.003.015.
31.17,31.5,176311,-9,-9,3,new.003.015.
31.17,30.96,176417,-9,-9,3,new.003.015.
30.48,30.96,176523,-7,-9,3,new.003.015.
30.48,30.21,176614,-7,-7,3,new.003.015.
29.87,30.21,176715,-7,-7,3,new.003.015.
29.87,29.55,176820,-7,-7,3,new.003.015.
29.29,29.55,176924,-5,-7,3,new.003.015.
29.29,29.1,177028,-5,-5,3,new.003.015.
28.96,29.1,177130,-5,-5,3,new.003.015.
28.96,28.69,177227,-5,-5,0,new.003.015.
28.46,28.69,177333,-3,-5,0,new.003.015.
28.46,28.25,177428,-3,-3,0,new.003.015.
28.11,28.25,177530,-3,-3,0,new.003.015.
28.11,27.87,177632,-3,-3,0,new.003.015.
27.72,27.87,177736,-3,-3,0,new.003.015.
27.72,27.59,177839,-3,-3,0,new.003.015.
27.43,27.59,177940,-3,-3,0,new.003.015.
27.43,27.38,178041,-3,-3,0,new.003.015.
27.080000000000002,27.38,178143,-3,-3,0,new.003.015.
27.080000000000002,27.04,178247,-3,-3,0,new.003.015.
26.88,27.04,178345,-3,-3,0,new.003.015.
26.88,26.73,178447,-3,-3,0,new.003.015.
26.48,26.73,178545,-3,-3,0,new.003.015.
26.48,26.35,178656,-3,-3,0,new.003.015.
26.19,26.35,178752,15,-3,0,new.003.015.
26.19,26.060000000000002,178856,15,0,0,new.003.015.
25.95,26.060000000000002,178952,15,0,0,new.003.015.
25.95,25.91,179053,15,0,0,new.003.015.
25.740000000000002,25.91,179157,15,0,0,new.003.015.
25.740000000000002,25.78,179271,15,3,0,new.003.015.
25.72,25.78,179367,15,3,0,new.003.015.
25.72,25.57,179464,15,3,0,new.003.015.
25.51,25.57,179566,15,3,0,new.003.015.
25.51,25.51,179669,15,3,0,new.003.015.
25.650000000000002,25.51,179768,15,3,0,new.003.015.
25.650000000000002,25.560000000000002,179870,15,3,0,new.003.015.
25.52,25.560000000000002,179975,15,3,0,new.003.015.
25.52,25.51,180076,15,3,0,new.003.015.
25.66,25.57,180179,15,3,0,new.003.015.
25.66,25.57,180281,15,3,0,new.003.015.
25.47,25.44,180384,15,3,0,new.003.015.
25.47,25.44,180477,15,3,0,new.003.015.
25.51,25.47,180579,15,3,0,new.003.015.
25.51,25.47,180691,15,3,0,new.003.015.
25.490000000000002,25.44,180785,15,3,0,new.003.015.
25.490000000000002,25.44,180883,15,3,0,new.003.015.
25.5,25.490000000000002,180985,15,3,0,new.003.015.
25.5,25.490000000000002,181090,15,3,0,new.003.015.
25.38,25.35,181192,15,3,0,new.003.015.
25.38,25.47,181313,15,3,0,new.003.015.
25.38,25.47,181406,15,3,0,new.003.015.
25.46,25.32,181515,15,3,0,new.003.015.
25.46,25.32,181607,-3,3,-3,new.003.015.
25.37,25.400000000000002,181709,-5,3,-5,new.003.015.
25.37,25.400000000000002,181815,-5,3,-5,new.003.015.
25.28,25.11,181916,-7,3,-7,new.003.015.
25.28,25.11,182011,-9,3,-9,new.003.015.
25.27,25.150000000000002,182118,-9,3,-9,new.003.015.
25.02,25.150000000000002,182210,-9,3,-9,new.003.015.
25.02,24.91,182314,-9,3,-9,new.003.015.
24.64,24.91,182413,-9,3,-9,new.003.015.
24.64,24.43,182515,-9,3,-9,new.003.015.
24.060000000000002,24.43,182621,-9,3,-9,new.003.015.
24.060000000000002,23.87,182729,-9,3,-9,new.003.015.
23.41,23.87,182823,-9,5,-9,new.003.015.
23.41,23.19,182931,-9,5,-9,new.003.015.
22.85,23.19,183023,-9,5,-9,new.003.015.
22.85,22.650000000000002,183134,-9,5,-9,new.003.015.
22.16,22.650000000000002,183236,-9,7,-9,new.003.015.
22.16,21.96,183329,-9,7,-9,new.003.015.
21.63,21.96,183431,-9,7,-9,new.003.015.
21.63,21.28,183533,-15,7,-15,new.003.015.
20.830000000000002,21.28,183637,-15,9,-15,new.003.015.
20.830000000000002,20.57,183741,-15,9,-15,new.003.015.
20.03,20.57,183842,-15,11,-15,new.003.015.
20.03,19.66,183948,-15,11,-15,new.003.015.
19.13,19.66,184101,-15,13,-15,new.003.015.
19.13,18.79,184144,-15,13,-15,new.003.015.
18.22,18.79,184251,-15,0,-15,new.003.015.
18.22,17.88,184459,-15,0,-15,new.003.015.
17.26,17.88,184556,-15,0,-15,new.003.015.
17.26,16.98,184652,-15,0,-15,new.003.015.
16.38,16.98,184754,-15,0,-15,new.003.015.
16.38,16.080000000000002,184862,-15,0,-15,new.003.015.
15.47,16.080000000000002,184963,-15,0,-15,new.003.015.
15.47,15.16,185061,-15,0,-15,new.003.015.
14.530000000000001,15.16,185165,-15,0,-15,new.003.015.
14.530000000000001,14.27,185266,-15,0,-15,new.003.015.
13.63,14.27,185368,-15,0,-15,new.003.015.
13.63,13.35,185469,-15,0,-15,new.003.015.
12.72,13.35,185571,-15,0,-15,new.003.015.
12.72,12.4,185673,-15,0,-15,new.003.015.
11.83,12.4,185775,-15,0,-15,new.003.015.
11.83,11.52,185878,-15,0,-15,new.003.015.
10.89,10.540000000000001,185980,-15,0,-15,new.003.015.
10.89,10.540000000000001,186083,-15,0,-15,new.003.015.
9.92,9.6,186176,-15,0,-15,new.003.016.
9.92,9.6,186283,-15,0,-15,new.003.016.
8.96,8.65,186385,-15,0,-15,new.003.016.
8.96,8.65,186488,-15,0,-15,new.003.016.
7.97,7.7,186589,-15,0,-15,new.003.016.
7.97,7.7,186685,-15,0,-15,new.003.016.
7.0600000000000005,6.73,186790,-15,0,-15,new.003.016.
7.0600000000000005,6.73,186894,-15,0,-15,new.003.016.
6.04,5.78,187000,-15,0,-15,new.003.016.
6.04,5.78,187092,-15,0,-15,new.003.016.
5.13,4.8,187202,-15,0,-15,new.003.016.
5.13,4.8,187303,-15,0,-15,new.003.016.
4.12,3.8200000000000003,187405,-15,0,-15,new.003.016.
4.12,3.8200000000000003,187500,-15,0,-15,new.003.016.
3.13,2.79,187602,-15,0,-15,new.003.016.
3.13,2.79,187705,-15,0,-15,new.003.016.
2.37,2.0300000000000002,187811,-15,0,-15,new.003.016.
1.34,2.0300000000000002,187913,-15,0,-15,new.003.016.
1.34,1.29,188015,-15,0,-15,new.003.016.
0.6900000000000001,1.29,188111,-15,0,-15,new.003.016.
0.6900000000000001,0.5,188213,-15,0,-15,new.003.016.
0.18,0.5,188320,-15,0,-15,new.003.016.
0.18,0.0,188413,-15,0,-15,new.003.016.
0.11,0.0,188523,-15,0,-15,new.003.016.
0.11,0.11,188624,-15,0,-15,new.003.016.
0.0,0.11,188717,-9,0,-9,new.003.016.
0.0,0.14,188821,-7,0,-7,new.003.016.
0.0,0.14,188926,-5,0,-5,new.003.016.
0.0,0.0,189047,15,0,0,new.003.016.
0.0,0.0,189149,15,0,0,new.003.016.
0.0,0.0,189261,15,0,0,new.003.016.
0.0,0.0,189354,15,0,0,new.003.016.
0.0,0.0,189451,15,0,0,new.003.016.
0.0,0.0,189553,15,0,0,new.003.016.
0.0,0.0,189646,15,0,0,new.003.016.
0.0,0.0,189747,15,0,0,new.003.016.
0.0,0.0,189849,15,0,0,new.003.016.
0.0,0.0,189950,15,0,0,new.003.016.
0.0,0.0,190053,15,0,0,new.003.016.
0.0,0.0,190156,15,0,0,new.003.016.
0.0,0.0,190261,15,0,0,new.003.016.
0.0,0.0,190389,15,0,0,new.003.016.
0.0,0.0,190532,15,0,0,new.003.016.
0.0,0.0,190563,15,0,0,new.003.016.
0.0,0.0,190664,15,0,0,new.003.016.
0.0,0.0,190758,15,0,0,new.003.016.
0.0,0.0,190858,15,0,0,new.003.016.
0.0,0.0,190962,15,0,0,new.003.016.
0.0,0.0,191065,15,0,0,new.003.016.
0.0,0.0,191170,15,0,0,new.003.016.
0.0,0.0,191275,15,0,0,new.003.016.
0.0,0.0,191370,15,0,0,new.003.016.
0.0,0.0,191477,15,0,0,new.003.016.
0.0,0.0,191570,15,0,0,new.003.016.
0.0,0.0,191683,15,0,0,new.003.016.
0.0,0.0,191774,15,0,0,new.003.016.
0.0,0.0,191878,15,0,0,new.003.016.
0.0,0.0,192040,15,0,0,new.003.016.
0.0,0.0,192081,15,0,0,new.003.016.
0.0,0.0,192288,15,0,0,new.003.016.
0.0,0.0,192380,15,0,0,new.003.016.
0.0,0.0,192489,15,0,0,new.003.016.
0.0,0.0,192585,15,0,0,new.003.016.
0.0,0.0,192689,15,0,0,new.003.016.
0.0,0.0,192784,15,0,0,new.003.016.
0.0,0.0,192886,15,0,0,new.003.016.
0.0,0.0,192990,15,0,0,new.003.016.
0.0,0.0,193091,15,0,0,new.003.016.
0.0,0.0,193192,15,0,0,new.003.016.
0.0,0.0,193293,15,0,0,new.003.016.
0.0,0.0,193404,15,0,0,new.003.016.
0.0,0.0,193497,15,0,0,new.003.016.
0.0,0.0,193599,15,0,0,new.003.016.
0.0,0.0,193700,15,0,0,new.003.016.
0.0,0.0,193802,15,0,0,new.003.016.
0.0,0.0,193904,15,0,0,new.003.016.
0.0,0.0,194015,15,0,0,new.003.016.
0.0,0.0,194107,15,0,0,new.003.016.
0.0,0.0,194209,15,0,0,new.003.016.
0.0,0.0,194310,15,0,0,new.003.016.
0.0,0.0,194412,15,0,0,new.003.016.
0.0,0.0,194517,15,0,0,new.003.016.
0.0,0.0,194623,15,0,0,new.003.016.
0.0,0.0,194715,15,0,0,new.003.016.
0.0,0.0,194816,15,0,0,new.003.016.
0.0,0.0,194918,15,0,0,new.003.016.
0.0,0.0,195032,15,0,0,new.003.016.
0.0,0.0,195124,15,0,0,new.003.016.
0.0,0.0,195228,15,0,0,new.003.016.
0.0,0.0,195321,15,0,0,new.003.016.
0.0,0.0,195424,15,0,0,new.003.016.
0.0,0.0,195536,15,0,0,new.003.016.
0.0,0.0,195628,15,0,0,new.003.016.
0.0,0.0,195733,15,0,0,new.003.016.
0.0,0.0,195830,15,0,0,new.003.016.
0.0,0.0,195938,15,0,0,new.003.016.
0.0,0.0,196033,15,0,0,new.003.016.
0.0,0.0,196142,15,0,0,new.003.016.
0.0,0.0,196234,15,0,0,new.003.017.
0.0,0.0,196346,15,0,0,new.003.017.
0.0,0.0,196450,15,0,0,new.003.017.
0.0,0.0,196541,15,0,0,new.003.017.
0.0,0.0,196651,15,0,0,new.003.017.
0.0,0.0,196752,15,0,0,new.003.017.
0.0,0.0,196851,15,0,0,new.003.017.
0.0,0.0,196954,15,0,0,new.003.017.
0.0,0.0,197049,15,0,0,new.003.017.
0.0,0.0,197153,15,0,0,new.003.017.
0.0,0.0,197258,15,0,0,new.003.017.
0.0,0.0,197360,15,0,0,new.003.017.
0.0,0.0,197464,15,0,0,new.003.017.
0.0,0.0,197556,15,0,0,new.003.017.
0.0,0.0,197658,15,0,0,new.003.017.
0.0,0.0,197762,15,0,0,new.003.017.
0.0,0.0,197864,15,0,0,new.003.017.
0.0,0.0,197968,15,0,0,new.003.017.
0.0,0.0,198073,15,0,0,new.003.017.
0.0,0.0,198177,15,0,0,new.003.017.
0.0,0.0,198269,15,0,0,new.003.017.
0.0,0.0,198397,15,0,0,new.003.017.
0.0,0.0,198489,15,0,0,new.003.017.
0.0,0.0,198592,15,0,0,new.003.017.
0.0,0.0,198698,15,0,0,new.003.017.
0.0,0.0,198791,15,0,0,new.003.017.
0.0,0.0,198893,15,0,0,new.003.017.
0.0,0.0,198997,15,0,0,new.003.017.
0.0,0.0,199099,15,0,0,new.003.017.
0.0,0.0,199192,15,0,0,new.003.017.
0.0,0.0,199297,15,0,0,new.003.017.
0.0,0.0,199398,15,0,0,new.003.017.
0.0,0.0,199493,15,0,0,new.003.017.
0.0,0.0,199594,15,0,0,new.003.017.
0.0,0.0,199698,15,0,0,new.003.017.
0.0,0.0,199795,15,0,0,new.003.017.
0.0,0.0,199907,15,0,0,new.003.017.
0.0,0.0,200003,15,0,0,new.003.017.
0.0,0.0,200104,15,0,0,new.003.017.
0.0,0.0,200206,15,0,0,new.003.017.
0.0,0.0,200309,15,0,0,new.003.017.
0.0,0.0,200412,15,0,3,new.003.017.
0.0,0.0,200506,15,0,3,new.003.017.
0.0,0.0,200612,15,0,3,new.003.017.
0.0,0.0,200715,15,0,3,new.003.017.
0.0,0.0,200816,15,0,3,new.003.017.
0.0,0.0,200918,15,0,3,new.003.017.
0.0,0.0,201020,15,0,3,new.003.017.
0.0,0.0,201124,15,0,3,new.003.017.
0.0,0.0,201227,15,0,3,new.003.017.
0.0,0.0,201329,15,0,3,new.003.017.
0.0,0.0,201422,15,0,3,new.003.017.
0.0,0.0,201528,15,0,3,new.003.017.
0.0,0.0,201641,15,0,3,new.003.017.
0.0,0.0,201796,15,0,3,new.003.017.
0.0,0.0,201839,15,0,3,new.003.017.
0.0,0.0,202039,15,0,3,new.003.017.
0.0,0.0,202132,15,0,3,new.003.017.
0.0,0.0,202243,15,0,3,new.003.017.
0.0,0.0,202336,15,0,3,new.003.017.
0.0,0.0,202437,15,0,3,new.003.017.
0.0,0.0,202542,15,0,3,new.003.017.
0.0,0.0,202643,15,0,3,new.003.017.
0.0,0.0,202745,15,0,3,new.003.017.
0.0,0.0,202849,15,0,3,new.003.017.
0.0,0.0,202953,15,0,3,new.003.017.
0.0,0.0,203058,15,0,3,new.003.017.
0.0,0.0,203149,15,0,3,new.003.017.
0.0,0.0,203253,15,0,3,new.003.017.
0.0,0.0,203355,15,0,3,new.003.017.
0.0,0.0,203456,15,0,3,new.003.017.
0.0,0.0,203559,15,0,3,new.003.017.
0.0,0.0,203660,15,0,3,new.003.017.
0.0,0.0,203764,15,0,3,new.003.017.
0.0,0.0,203861,15,0,3,new.003.017.
0.0,0.0,203967,15,0,3,new.003.017.
0.0,0.0,204069,15,0,3,new.003.017.
0.0,0.0,204171,15,0,3,new.003.017.
0.0,0.0,204273,15,0,3,new.003.017.
0.0,0.0,204365,15,0,3,new.003.017.
0.0,0.0,204469,3,0,3,new.003.017.
0.0,0.0,204571,3,0,3,new.003.017.
0.0,0.0,204674,3,0,3,new.003.017.
0.0,0.0,204776,3,0,3,new.003.017.
0.0,0.0,204877,3,0,3,new.003.017.
0.0,0.0,204981,3,0,3,new.003.017.
0.0,0.0,205080,5,0,5,new.003.017.
0.0,0.0,205177,5,0,5,new.003.017.
0.0,0.0,205288,7,0,7,new.003.017.
0.0,0.0,205380,7,0,7,new.003.017.
0.0,0.0,205481,7,0,7,new.003.017.
0.22,0.44,205583,7,0,7,new.003.017.
0.22,0.44,205685,7,0,7,new.003.017.
0.71,0.9,205787,7,0,7,new.003.017.
0.71,0.9,205888,9,0,9,new.003.017.
1.41,1.69,205992,9,0,9,new.003.017.
1.41,1.69,206093,11,0,11,new.003.017.
2.08,2.24,206196,13,0,13,new.003.018.
2.08,2.24,206300,15,0,15,new.003.018.
2.84,3.1,206396,15,0,15,new.003.018.
2.84,3.1,206498,15,0,15,new.003.018.
3.7800000000000002,4.05,206600,15,0,15,new.003.018.
3.7800000000000002,4.05,206698,15,0,15,new.003.018.
4.8,5.11,206799,15,0,15,new.003.018.
4.8,5.11,206909,15,0,15,new.003.018.
5.8500000000000005,6.15,207003,15,0,15,new.003.018.
6.8500000000000005,6.15,207105,15,0,15,new.003.018.
6.8500000000000005,7.18,207207,15,0,15,new.003.018.
7.87,7.18,207308,15,0,15,new.003.018.
7.87,8.18,207417,13,0,13,new.003.018.
8.9,8.18,207520,13,0,13,new.003.018.
9.81,9.15,207629,11,0,11,new.003.018.
9.81,10.040000000000001,207744,9,0,9,new.003.018.
10.61,10.040000000000001,207838,9,0,9,new.003.018.
10.61,10.86,207941,9,0,9,new.003.018.
11.34,10.86,208033,9,0,9,new.003.018.
11.34,11.540000000000001,208149,9,0,9,new.003.018.
12.030000000000001,11.540000000000001,208240,9,0,9,new.003.018.
12.030000000000001,12.25,208344,9,0,9,new.003.018.
12.76,12.25,208435,9,0,9,new.003.018.
12.76,12.93,208541,9,0,9,new.003.018.
13.450000000000001,12.93,208654,9,0,9,new.003.018.
13.450000000000001,13.700000000000001,208738,9,0,9,new.003.018.
14.17,13.700000000000001,208839,9,0,9,new.003.018.
14.17,14.43,208944,9,0,9,new.003.018.
14.89,14.43,209046,9,0,9,new.003.018.
14.89,15.14,209149,9,0,9,new.003.018.
15.610000000000001,15.14,209250,9,0,9,new.003.018.
15.610000000000001,15.860000000000001,209349,9,0,9,new.003.018.
16.54,15.860000000000001,209451,9,0,9,new.003.018.
16.54,16.68,209552,9,0,9,new.003.018.
17.28,16.68,209655,9,0,9,new.003.018.
17.28,17.38,209758,9,0,9,new.003.018.
17.7,17.38,209860,9,0,9,new.003.018.
17.7,18.11,209963,9,0,9,new.003.018.
18.63,18.11,210065,9,0,9,new.003.018.
18.63,18.94,210169,9,0,9,new.003.018.
19.43,18.94,210265,9,0,9,new.003.018.
19.43,19.64,210370,9,0,9,new.003.018.
20.26,19.64,210472,9,0,9,new.003.018.
